"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 09 17:38:12 GMT 2024","Sat Mar 09 17:38:13 GMT 2024","1729","firefox","demo-todo-app1.spec.js","Counter","","","should display the current number of todo items",""
"passed","Sat Mar 09 17:37:59 GMT 2024","Sat Mar 09 17:38:00 GMT 2024","1028","chromium","demo-todo-app1.spec.js","Item","","","should allow me to mark items as complete",""
"passed","Sat Mar 09 17:38:00 GMT 2024","Sat Mar 09 17:38:00 GMT 2024","606","chromium","demo-todo-app1.spec.js","Counter","","","should display the current number of todo items",""
"passed","Sat Mar 09 17:38:28 GMT 2024","Sat Mar 09 17:38:31 GMT 2024","2944","webkit","demo-todo-app1.spec.js","Editing","","","should remove the item if an empty text string was entered",""
"passed","Sat Mar 09 17:38:12 GMT 2024","Sat Mar 09 17:38:15 GMT 2024","2225","firefox","demo-todo-app1.spec.js","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Sat Mar 09 17:38:03 GMT 2024","Sat Mar 09 17:38:10 GMT 2024","7171","firefox","demo-todo-app1.spec.js","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Sat Mar 09 17:37:57 GMT 2024","Sat Mar 09 17:37:59 GMT 2024","1715","chromium","demo-todo-app1.spec.js","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Sat Mar 09 17:38:09 GMT 2024","Sat Mar 09 17:38:11 GMT 2024","2035","firefox","demo-todo-app1.spec.js","Item","","","should allow me to mark items as complete",""
"passed","Sat Mar 09 17:38:10 GMT 2024","Sat Mar 09 17:38:12 GMT 2024","1793","firefox","demo-todo-app1.spec.js","Editing","","","should trim entered text",""
"passed","Sat Mar 09 17:38:28 GMT 2024","Sat Mar 09 17:38:31 GMT 2024","2331","webkit","demo-todo-app1.spec.js","Clear completed button","","","should display the correct text",""
"passed","Sat Mar 09 17:38:02 GMT 2024","Sat Mar 09 17:38:09 GMT 2024","6121","firefox","demo-todo-app1.spec.js","New Todo","","","should allow me to add todo items",""
"passed","Sat Mar 09 17:38:00 GMT 2024","Sat Mar 09 17:38:01 GMT 2024","809","chromium","demo-todo-app1.spec.js","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Sat Mar 09 17:37:57 GMT 2024","Sat Mar 09 17:37:59 GMT 2024","1689","chromium","demo-todo-app1.spec.js","New Todo","","","should clear text input field when an item is added",""
"passed","Sat Mar 09 17:38:03 GMT 2024","Sat Mar 09 17:38:09 GMT 2024","6529","firefox","demo-todo-app1.spec.js","New Todo","","","should append new items to the bottom of the list",""
"passed","Sat Mar 09 17:38:11 GMT 2024","Sat Mar 09 17:38:12 GMT 2024","1762","firefox","demo-todo-app1.spec.js","Editing","","","should remove the item if an empty text string was entered",""
"passed","Sat Mar 09 17:38:13 GMT 2024","Sat Mar 09 17:38:15 GMT 2024","1991","firefox","demo-todo-app1.spec.js","Routing","","","should allow me to display active items",""
"passed","Sat Mar 09 17:38:12 GMT 2024","Sat Mar 09 17:38:16 GMT 2024","3269","firefox","demo-todo-app1.spec.js","Persistence","","","should persist its data",""
"passed","Sat Mar 09 17:38:17 GMT 2024","Sat Mar 09 17:38:25 GMT 2024","7813","webkit","demo-todo-app1.spec.js","New Todo","","","should allow me to add todo items",""
"passed","Sat Mar 09 17:38:18 GMT 2024","Sat Mar 09 17:38:25 GMT 2024","6764","webkit","demo-todo-app1.spec.js","New Todo","","","should clear text input field when an item is added",""
"passed","Sat Mar 09 17:38:25 GMT 2024","Sat Mar 09 17:38:28 GMT 2024","2546","webkit","demo-todo-app1.spec.js","Item","","","should allow me to un-mark items as complete",""
"passed","Sat Mar 09 17:37:59 GMT 2024","Sat Mar 09 17:38:00 GMT 2024","887","chromium","demo-todo-app1.spec.js","Editing","","","should hide other controls when editing",""
"passed","Sat Mar 09 17:38:18 GMT 2024","Sat Mar 09 17:38:26 GMT 2024","7704","webkit","demo-todo-app1.spec.js","New Todo","","","should append new items to the bottom of the list",""
"passed","Sat Mar 09 17:38:12 GMT 2024","Sat Mar 09 17:38:14 GMT 2024","1918","firefox","demo-todo-app1.spec.js","Clear completed button","","","should display the correct text",""
"passed","Sat Mar 09 17:38:30 GMT 2024","Sat Mar 09 17:38:32 GMT 2024","2103","webkit","demo-todo-app1.spec.js","Persistence","","","should persist its data",""
"passed","Sat Mar 09 17:38:13 GMT 2024","Sat Mar 09 17:38:16 GMT 2024","2955","firefox","demo-todo-app1.spec.js","Routing","","","should respect the back button",""
"passed","Sat Mar 09 17:38:00 GMT 2024","Sat Mar 09 17:38:01 GMT 2024","798","chromium","demo-todo-app1.spec.js","Clear completed button","","","should display the correct text",""
"passed","Sat Mar 09 17:38:14 GMT 2024","Sat Mar 09 17:38:16 GMT 2024","1981","firefox","demo-todo-app1.spec.js","Routing","","","should allow me to display all items",""
"passed","Sat Mar 09 17:38:11 GMT 2024","Sat Mar 09 17:38:13 GMT 2024","2114","firefox","demo-todo-app1.spec.js","Editing","","","should cancel edits on escape",""
"passed","Sat Mar 09 17:38:00 GMT 2024","Sat Mar 09 17:38:02 GMT 2024","1173","chromium","demo-todo-app1.spec.js","Persistence","","","should persist its data",""
"passed","Sat Mar 09 17:37:59 GMT 2024","Sat Mar 09 17:38:00 GMT 2024","963","chromium","demo-todo-app1.spec.js","Editing","","","should save edits on blur",""
"passed","Sat Mar 09 17:38:15 GMT 2024","Sat Mar 09 17:38:17 GMT 2024","2200","firefox","demo-todo-app1.spec.js","Routing","","","should highlight the currently applied filter",""
"passed","Sat Mar 09 17:37:59 GMT 2024","Sat Mar 09 17:38:00 GMT 2024","1020","chromium","demo-todo-app1.spec.js","Item","","","should allow me to edit an item",""
"passed","Sat Mar 09 17:38:32 GMT 2024","Sat Mar 09 17:38:34 GMT 2024","2241","webkit","demo-todo-app1.spec.js","Routing","","","should allow me to display all items",""
"passed","Sat Mar 09 17:38:01 GMT 2024","Sat Mar 09 17:38:02 GMT 2024","1177","chromium","demo-todo-app1.spec.js","Routing","","","should allow me to display active items",""
"passed","Sat Mar 09 17:38:00 GMT 2024","Sat Mar 09 17:38:01 GMT 2024","977","chromium","demo-todo-app1.spec.js","Clear completed button","","","should remove completed items when clicked",""
"passed","Sat Mar 09 17:37:57 GMT 2024","Sat Mar 09 17:37:59 GMT 2024","1726","chromium","demo-todo-app1.spec.js","New Todo","","","should allow me to add todo items",""
"passed","Sat Mar 09 17:38:01 GMT 2024","Sat Mar 09 17:38:02 GMT 2024","1104","chromium","demo-todo-app1.spec.js","Routing","","","should highlight the currently applied filter",""
"passed","Sat Mar 09 17:38:28 GMT 2024","Sat Mar 09 17:38:30 GMT 2024","2097","webkit","demo-todo-app1.spec.js","Counter","","","should display the current number of todo items",""
