"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 22 06:30:49 GMT 2024","Fri Mar 22 06:30:51 GMT 2024","2006","webkit","demo-todo-app1.spec.js","Counter","","","should display the current number of todo items",""
"passed","Fri Mar 22 06:30:20 GMT 2024","Fri Mar 22 06:30:21 GMT 2024","867","chromium","demo-todo-app1.spec.js","Item","","","should allow me to un-mark items as complete",""
"passed","Fri Mar 22 06:30:47 GMT 2024","Fri Mar 22 06:30:50 GMT 2024","2872","webkit","demo-todo-app1.spec.js","Editing","","","should trim entered text",""
"passed","Fri Mar 22 06:30:22 GMT 2024","Fri Mar 22 06:30:23 GMT 2024","1219","chromium","demo-todo-app1.spec.js","Routing","","","should respect the back button",""
"passed","Fri Mar 22 06:30:52 GMT 2024","Fri Mar 22 06:30:54 GMT 2024","2266","webkit","demo-todo-app1.spec.js","Routing","","","should highlight the currently applied filter",""
"passed","Fri Mar 22 06:30:39 GMT 2024","Fri Mar 22 06:30:44 GMT 2024","5408","webkit","demo-todo-app1.spec.js","New Todo","","","should append new items to the bottom of the list",""
"passed","Fri Mar 22 06:30:22 GMT 2024","Fri Mar 22 06:30:23 GMT 2024","1061","chromium","demo-todo-app1.spec.js","Persistence","","","should persist its data",""
"passed","Fri Mar 22 06:30:18 GMT 2024","Fri Mar 22 06:30:20 GMT 2024","2081","chromium","demo-todo-app1.spec.js","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Fri Mar 22 06:30:20 GMT 2024","Fri Mar 22 06:30:21 GMT 2024","1064","chromium","demo-todo-app1.spec.js","Editing","","","should trim entered text",""
"passed","Fri Mar 22 06:30:44 GMT 2024","Fri Mar 22 06:30:48 GMT 2024","3482","webkit","demo-todo-app1.spec.js","Item","","","should allow me to mark items as complete",""
"passed","Fri Mar 22 06:30:31 GMT 2024","Fri Mar 22 06:30:33 GMT 2024","2202","firefox","demo-todo-app1.spec.js","Item","","","should allow me to edit an item",""
"passed","Fri Mar 22 06:30:22 GMT 2024","Fri Mar 22 06:30:23 GMT 2024","1085","chromium","demo-todo-app1.spec.js","Routing","","","should allow me to display all items",""
"passed","Fri Mar 22 06:30:46 GMT 2024","Fri Mar 22 06:30:49 GMT 2024","2792","webkit","demo-todo-app1.spec.js","Editing","","","should hide other controls when editing",""
"passed","Fri Mar 22 06:30:23 GMT 2024","Fri Mar 22 06:30:30 GMT 2024","6403","firefox","demo-todo-app1.spec.js","New Todo","","","should allow me to add todo items",""
"passed","Fri Mar 22 06:30:21 GMT 2024","Fri Mar 22 06:30:22 GMT 2024","969","chromium","demo-todo-app1.spec.js","Clear completed button","","","should remove completed items when clicked",""
